subject_wallet,observer_wallet,role_id,role_name,kpi_name,rating_value,outcome_value,context_notes,observed_at,source,verified
0xSUBJECT_0061,0xOBSERVER_001,role-product-manager,Product Manager,test_coverage,3,175.81,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0061,0xOBSERVER_015,role-product-manager,Product Manager,code_quality,4,200,Project delivery assessment,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0063,0xOBSERVER_015,role-qa-engineer,QA Engineer,bug_resolution_time,4,155.9,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0064,0xOBSERVER_002,role-backend-dev,Backend Developer,test_coverage,4,200,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0064,0xOBSERVER_008,role-backend-dev,Backend Developer,api_response_time,3,178.66,Oct-Dec 2024 observation,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0065,0xOBSERVER_003,role-devops-eng,DevOps Engineer,api_response_time,4,199.49,Project delivery assessment,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0067,0xOBSERVER_008,role-backend-dev,Backend Developer,test_coverage,3,163.51,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0069,0xOBSERVER_010,role-product-manager,Product Manager,api_response_time,4,160.08,6 month observation period,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0072,0xOBSERVER_011,role-product-manager,Product Manager,documentation_quality,4,177.88,Apr-Jun 2024 observation,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0073,0xOBSERVER_007,role-product-manager,Product Manager,bug_resolution_time,3,139.37,Project delivery assessment,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0074,0xOBSERVER_014,role-backend-dev,Backend Developer,documentation_quality,4,176.31,4 month observation period,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0074,0xOBSERVER_013,role-backend-dev,Backend Developer,test_coverage,4,136.96,2 month observation period,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0074,0xOBSERVER_013,role-backend-dev,Backend Developer,bug_resolution_time,3,200,6 month observation period,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0077,0xOBSERVER_007,role-frontend-dev,Frontend Developer,test_coverage,3,130.06,6 month observation period,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0079,0xOBSERVER_011,role-qa-engineer,QA Engineer,api_response_time,4,200,Q3 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0079,0xOBSERVER_014,role-qa-engineer,QA Engineer,test_coverage,4,191.53,Oct-Dec 2024 observation,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0080,0xOBSERVER_013,role-product-manager,Product Manager,bug_resolution_time,5,174.06,Q3 2024 performance review,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0081,0xOBSERVER_004,role-frontend-dev,Frontend Developer,test_coverage,5,200,Oct-Dec 2024 observation,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0082,0xOBSERVER_005,role-product-manager,Product Manager,deployment_frequency,5,193.12,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0085,0xOBSERVER_006,role-product-manager,Product Manager,api_response_time,5,173.55,Apr-Jun 2024 observation,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0085,0xOBSERVER_011,role-product-manager,Product Manager,api_response_time,4,200,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0086,0xOBSERVER_011,role-frontend-dev,Frontend Developer,code_quality,4,200,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0087,0xOBSERVER_008,role-qa-engineer,QA Engineer,bug_resolution_time,5,200,Q2 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0087,0xOBSERVER_011,role-qa-engineer,QA Engineer,code_quality,4,200,Q2 2024 performance review,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0087,0xOBSERVER_003,role-qa-engineer,QA Engineer,test_coverage,5,200,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0089,0xOBSERVER_010,role-product-manager,Product Manager,code_quality,4,200,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0091,0xOBSERVER_001,role-devops-eng,DevOps Engineer,bug_resolution_time,3,146.3,Project delivery assessment,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0095,0xOBSERVER_010,role-backend-dev,Backend Developer,test_coverage,3,173.93,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0095,0xOBSERVER_008,role-backend-dev,Backend Developer,code_quality,3,186.01,Oct-Dec 2024 observation,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0096,0xOBSERVER_003,role-backend-dev,Backend Developer,deployment_frequency,4,200,4 month observation period,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0096,0xOBSERVER_013,role-backend-dev,Backend Developer,deployment_frequency,3,172.94,Project delivery assessment,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0097,0xOBSERVER_004,role-devops-eng,DevOps Engineer,bug_resolution_time,5,193.6,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0097,0xOBSERVER_004,role-devops-eng,DevOps Engineer,test_coverage,4,182.73,Project delivery assessment,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0098,0xOBSERVER_005,role-frontend-dev,Frontend Developer,code_quality,5,166.62,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0099,0xOBSERVER_010,role-product-manager,Product Manager,deployment_frequency,4,167.06,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0099,0xOBSERVER_011,role-product-manager,Product Manager,code_quality,3,190.44,3 month observation period,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0100,0xOBSERVER_003,role-frontend-dev,Frontend Developer,deployment_frequency,5,189.59,Q1 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0101,0xOBSERVER_011,role-qa-engineer,QA Engineer,bug_resolution_time,3,200,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0103,0xOBSERVER_015,role-devops-eng,DevOps Engineer,test_coverage,4,183.05,Q4 2024 performance review,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0104,0xOBSERVER_015,role-qa-engineer,QA Engineer,code_quality,4,191.56,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0105,0xOBSERVER_010,role-backend-dev,Backend Developer,deployment_frequency,3,182.53,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0106,0xOBSERVER_014,role-backend-dev,Backend Developer,api_response_time,4,139.68,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0107,0xOBSERVER_005,role-devops-eng,DevOps Engineer,test_coverage,5,200,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0109,0xOBSERVER_009,role-frontend-dev,Frontend Developer,test_coverage,4,144.55,Jan-Mar 2024 observation,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0110,0xOBSERVER_010,role-frontend-dev,Frontend Developer,code_quality,4,177.64,6 month observation period,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0111,0xOBSERVER_004,role-devops-eng,DevOps Engineer,documentation_quality,5,193.33,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0112,0xOBSERVER_014,role-backend-dev,Backend Developer,bug_resolution_time,3,149.86,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0113,0xOBSERVER_003,role-product-manager,Product Manager,bug_resolution_time,5,200,4 month observation period,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0115,0xOBSERVER_008,role-backend-dev,Backend Developer,test_coverage,3,200,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0115,0xOBSERVER_015,role-backend-dev,Backend Developer,code_quality,4,200,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0116,0xOBSERVER_009,role-frontend-dev,Frontend Developer,deployment_frequency,4,182.39,Q3 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0116,0xOBSERVER_003,role-frontend-dev,Frontend Developer,api_response_time,5,198.14,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0116,0xOBSERVER_002,role-frontend-dev,Frontend Developer,deployment_frequency,4,179.87,Project delivery assessment,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0117,0xOBSERVER_006,role-qa-engineer,QA Engineer,api_response_time,4,182.4,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0118,0xOBSERVER_010,role-qa-engineer,QA Engineer,bug_resolution_time,3,194.41,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0120,0xOBSERVER_010,role-qa-engineer,QA Engineer,documentation_quality,3,184.54,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0121,0xOBSERVER_009,role-qa-engineer,QA Engineer,deployment_frequency,4,193.27,Q4 2024 performance review,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0122,0xOBSERVER_015,role-product-manager,Product Manager,bug_resolution_time,5,183.87,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0122,0xOBSERVER_006,role-product-manager,Product Manager,documentation_quality,3,153.99,Project delivery assessment,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0123,0xOBSERVER_012,role-qa-engineer,QA Engineer,bug_resolution_time,4,181.32,Q1 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0123,0xOBSERVER_014,role-qa-engineer,QA Engineer,api_response_time,2,178.24,5 month observation period,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0123,0xOBSERVER_012,role-qa-engineer,QA Engineer,code_quality,4,185.55,Project delivery assessment,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0125,0xOBSERVER_010,role-backend-dev,Backend Developer,deployment_frequency,4,145.5,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0126,0xOBSERVER_008,role-product-manager,Product Manager,bug_resolution_time,4,133.66,6 month observation period,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0127,0xOBSERVER_012,role-devops-eng,DevOps Engineer,bug_resolution_time,4,195.68,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0127,0xOBSERVER_008,role-devops-eng,DevOps Engineer,documentation_quality,3,170.74,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0127,0xOBSERVER_014,role-devops-eng,DevOps Engineer,bug_resolution_time,3,200,Q4 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0127,0xOBSERVER_007,role-devops-eng,DevOps Engineer,documentation_quality,4,180.05,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0128,0xOBSERVER_002,role-product-manager,Product Manager,code_quality,3,134.5,Q2 2024 performance review,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0129,0xOBSERVER_011,role-product-manager,Product Manager,bug_resolution_time,3,189.85,3 month observation period,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0130,0xOBSERVER_005,role-product-manager,Product Manager,documentation_quality,5,158.7,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0131,0xOBSERVER_001,role-frontend-dev,Frontend Developer,api_response_time,5,200,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0132,0xOBSERVER_008,role-backend-dev,Backend Developer,documentation_quality,4,169.3,Apr-Jun 2024 observation,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0132,0xOBSERVER_004,role-backend-dev,Backend Developer,deployment_frequency,5,185.13,Q3 2024 performance review,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0132,0xOBSERVER_001,role-backend-dev,Backend Developer,documentation_quality,3,188.94,4 month observation period,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0133,0xOBSERVER_012,role-frontend-dev,Frontend Developer,api_response_time,4,197.62,Q4 2024 performance review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0133,0xOBSERVER_012,role-frontend-dev,Frontend Developer,bug_resolution_time,4,154.65,Project delivery assessment,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0134,0xOBSERVER_013,role-product-manager,Product Manager,bug_resolution_time,4,186.21,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0134,0xOBSERVER_015,role-product-manager,Product Manager,bug_resolution_time,4,200,Jul-Sep 2024 observation,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0136,0xOBSERVER_009,role-backend-dev,Backend Developer,documentation_quality,4,152.61,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0137,0xOBSERVER_005,role-product-manager,Product Manager,documentation_quality,4,181.68,Project delivery assessment,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0139,0xOBSERVER_009,role-frontend-dev,Frontend Developer,documentation_quality,3,200,Project delivery assessment,2024-12-27T21:32:59.318116Z,self_assessment,True
