subject_wallet,observer_wallet,role_id,role_name,kpi_name,rating_value,outcome_value,context_notes,observed_at,source,verified
0xSUBJECT003,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,documentation_quality,3,98.7,Measured over 2 month period,2025-09-01T15:12:14.608397Z,synthetic,True
0xSUBJECT003,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,bug_resolution_time,4,156.06,Measured over 2 month period,2025-06-30T15:12:14.608404Z,synthetic,True
0xSUBJECT003,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,4,160.66,Evaluated during Q4 2024 performance review,2025-08-11T15:12:14.608411Z,synthetic,True
0xSUBJECT003,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,test_coverage,4,135.95,Measured over 1 month period,2025-10-06T15:12:14.608418Z,synthetic,True
0xSUBJECT003,0xOBSERVER04,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,api_response_time,3,111.57,Based on peer feedback and metrics,2025-08-03T15:12:14.608427Z,synthetic,True
0xSUBJECT003,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,2,101.56,Measured over 1 month period,2025-10-01T15:12:14.608434Z,synthetic,True
0xSUBJECT003,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,test_coverage,5,200,Observation period: Oct-Dec 2024,2025-09-12T15:12:14.608442Z,synthetic,False
0xSUBJECT003,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,code_quality,4,184.3,Measured over 3 month period,2025-09-05T15:12:14.608449Z,synthetic,True
0xSUBJECT003,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,5,182.82,Based on peer feedback and metrics,2025-11-07T15:12:14.608457Z,synthetic,True
0xSUBJECT003,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,bug_resolution_time,4,136.61,Consistent performance across sprint cycles,2025-06-28T15:12:14.608464Z,synthetic,True
0xSUBJECT003,0xOBSERVER04,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,api_response_time,2,79.84,Measured over 1 month period,2025-07-30T15:12:14.608472Z,synthetic,True
0xSUBJECT004,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,code_quality,2,105.49,Observation period: Jul-Sep 2024,2025-11-07T15:12:14.608480Z,synthetic,False
0xSUBJECT004,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,bug_resolution_time,4,160.46,Evaluated during Q1 2024 performance review,2025-06-10T15:12:14.608486Z,synthetic,True
0xSUBJECT004,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,api_response_time,5,168.95,Observation period: Jul-Sep 2024,2025-10-16T15:12:14.608493Z,synthetic,False
0xSUBJECT004,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,code_quality,4,168.41,Evaluated during Q1 2024 performance review,2025-11-11T15:12:14.608500Z,synthetic,True
0xSUBJECT004,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,api_response_time,4,117.0,Evaluated during Q4 2024 performance review,2025-08-03T15:12:14.608507Z,synthetic,True
0xSUBJECT004,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,bug_resolution_time,4,143.47,Consistent performance across sprint cycles,2025-10-18T15:12:14.608525Z,synthetic,False
0xSUBJECT004,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,3,122.08,Observation period: Oct-Dec 2024,2025-10-29T15:12:14.608533Z,synthetic,True
0xSUBJECT004,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,code_quality,5,195.07,Observation period: Apr-Jun 2024,2025-08-31T15:12:14.608540Z,synthetic,True
0xSUBJECT004,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,test_coverage,5,176.47,Observation period: Jul-Sep 2024,2025-07-30T15:12:14.608547Z,synthetic,True
0xSUBJECT004,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,documentation_quality,3,82.16,Based on peer feedback and metrics,2025-11-07T15:12:14.608554Z,synthetic,False
0xSUBJECT005,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,5,154.81,Evaluated during Q2 2024 performance review,2025-09-19T15:12:14.608562Z,synthetic,False
0xSUBJECT005,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,api_response_time,3,113.38,Evaluated during Q4 2024 performance review,2025-10-26T15:12:14.608569Z,synthetic,False
0xSUBJECT005,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,deployment_frequency,3,114.97,Evaluated during Q3 2024 performance review,2025-06-07T15:12:14.608576Z,synthetic,False
0xSUBJECT005,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,4,132.7,Measured over 1 month period,2025-05-30T15:12:14.608584Z,synthetic,False
0xSUBJECT005,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,documentation_quality,4,105.31,Observation period: Jul-Sep 2024,2025-07-07T15:12:14.608591Z,synthetic,False
0xSUBJECT005,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,3,108.09,Evaluated during Q4 2024 performance review,2025-10-01T15:12:14.608597Z,synthetic,False
0xSUBJECT005,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,2,96.53,Observation period: Apr-Jun 2024,2025-09-25T15:12:14.608604Z,synthetic,True
0xSUBJECT005,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,deployment_frequency,5,200,Based on peer feedback and metrics,2025-11-06T15:12:14.608611Z,synthetic,True
0xSUBJECT005,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,documentation_quality,3,81.24,Observation period: Jan-Mar 2024,2025-06-10T15:12:14.608618Z,synthetic,True
0xSUBJECT005,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,documentation_quality,2,62.88,Based on peer feedback and metrics,2025-10-24T15:12:14.608626Z,synthetic,False
0xSUBJECT005,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,test_coverage,4,156.21,Observation period: Oct-Dec 2024,2025-10-15T15:12:14.608633Z,synthetic,False
0xSUBJECT005,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,4,130.53,Consistent performance across sprint cycles,2025-11-05T15:12:14.608640Z,synthetic,False
0xSUBJECT006,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,code_quality,3,151.32,Measured over 2 month period,2025-05-28T15:12:14.608648Z,synthetic,False
0xSUBJECT006,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,3,100.33,Measured over 3 month period,2025-08-09T15:12:14.608654Z,synthetic,False
0xSUBJECT006,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,deployment_frequency,3,127.64,Consistent performance across sprint cycles,2025-08-09T15:12:14.608662Z,synthetic,False
0xSUBJECT006,0xOBSERVER01,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,test_coverage,3,127.13,Based on peer feedback and metrics,2025-08-13T15:12:14.608669Z,synthetic,True
0xSUBJECT006,0xOBSERVER01,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,test_coverage,2,91.5,Measured over 2 month period,2025-07-29T15:12:14.608676Z,synthetic,False
0xSUBJECT006,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,code_quality,3,154.21,Evaluated during Q3 2024 performance review,2025-08-19T15:12:14.608682Z,synthetic,False
0xSUBJECT007,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,bug_resolution_time,5,167.12,Observation period: Jan-Mar 2024,2025-06-11T15:12:14.608690Z,synthetic,True
0xSUBJECT007,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,3,130.95,Consistent performance across sprint cycles,2025-10-26T15:12:14.608697Z,synthetic,False
0xSUBJECT007,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,code_quality,4,163.64,Based on peer feedback and metrics,2025-09-06T15:12:14.608704Z,synthetic,False
0xSUBJECT007,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,test_coverage,2,98.85,Consistent performance across sprint cycles,2025-06-17T15:12:14.608711Z,synthetic,True
0xSUBJECT007,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,bug_resolution_time,3,107.64,Measured over 1 month period,2025-08-22T15:12:14.608719Z,synthetic,False
0xSUBJECT007,0xOBSERVER04,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,5,200,Based on peer feedback and metrics,2025-07-30T15:12:14.608726Z,synthetic,False
0xSUBJECT007,0xOBSERVER04,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,bug_resolution_time,3,120.75,Evaluated during Q3 2024 performance review,2025-06-26T15:12:14.608733Z,synthetic,False
0xSUBJECT007,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,test_coverage,4,157.23,Measured over 1 month period,2025-06-06T15:12:14.608740Z,synthetic,False
0xSUBJECT007,0xOBSERVER04,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,code_quality,3,155.78,Evaluated during Q3 2024 performance review,2025-08-29T15:12:14.608747Z,synthetic,True
0xSUBJECT007,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,4,167.42,Evaluated during Q4 2024 performance review,2025-09-24T15:12:14.608755Z,synthetic,True
0xSUBJECT007,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,api_response_time,3,91.38,Based on peer feedback and metrics,2025-06-08T15:12:14.608762Z,synthetic,False
0xSUBJECT008,0xOBSERVER03,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,bug_resolution_time,3,108.47,Observation period: Apr-Jun 2024,2025-09-07T15:12:14.608770Z,synthetic,False
0xSUBJECT008,0xOBSERVER02,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,deployment_frequency,2,109.3,Consistent performance across sprint cycles,2025-09-15T15:12:14.608777Z,synthetic,True
0xSUBJECT008,0xOBSERVER02,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,api_response_time,3,105.18,Based on peer feedback and metrics,2025-10-23T15:12:14.608784Z,synthetic,False
0xSUBJECT008,0xOBSERVER02,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,documentation_quality,4,120.49,Measured over 2 month period,2025-10-29T15:12:14.608791Z,synthetic,False
0xSUBJECT008,0xOBSERVER02,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,api_response_time,5,145.8,Measured over 2 month period,2025-07-25T15:12:14.608801Z,synthetic,True
0xSUBJECT008,0xOBSERVER01,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,bug_resolution_time,2,92.93,Based on peer feedback and metrics,2025-09-08T15:12:14.608808Z,synthetic,False
0xSUBJECT008,0xOBSERVER02,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,bug_resolution_time,4,134.98,Based on peer feedback and metrics,2025-08-03T15:12:14.608815Z,synthetic,True
0xSUBJECT008,0xOBSERVER01,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,bug_resolution_time,5,159.66,Observation period: Jan-Mar 2024,2025-10-01T15:12:14.608821Z,synthetic,True
0xSUBJECT008,0xOBSERVER01,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,bug_resolution_time,2,82.67,Observation period: Jul-Sep 2024,2025-06-01T15:12:14.608828Z,synthetic,False
0xSUBJECT008,0xOBSERVER03,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,documentation_quality,4,110.46,Based on peer feedback and metrics,2025-06-02T15:12:14.608835Z,synthetic,True
0xSUBJECT008,0xOBSERVER01,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,test_coverage,4,160.82,Observation period: Jan-Mar 2024,2025-09-17T15:12:14.608842Z,synthetic,False
0xSUBJECT009,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,3,108.97,Based on peer feedback and metrics,2025-09-08T15:12:14.608850Z,synthetic,False
0xSUBJECT009,0xOBSERVER01,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,test_coverage,4,171.99,Observation period: Jan-Mar 2024,2025-09-03T15:12:14.608856Z,synthetic,True
0xSUBJECT009,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,documentation_quality,4,120.84,Observation period: Oct-Dec 2024,2025-10-11T15:12:14.608864Z,synthetic,False
0xSUBJECT009,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,documentation_quality,5,138.74,Evaluated during Q3 2024 performance review,2025-08-12T15:12:14.608874Z,synthetic,True
0xSUBJECT009,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,api_response_time,4,117.99,Consistent performance across sprint cycles,2025-08-14T15:12:14.608881Z,synthetic,False
0xSUBJECT009,0xOBSERVER01,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,api_response_time,5,152.97,Evaluated during Q1 2024 performance review,2025-07-16T15:12:14.608888Z,synthetic,True
0xSUBJECT009,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,4,139.94,Based on peer feedback and metrics,2025-08-03T15:12:14.608895Z,synthetic,True
0xSUBJECT009,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,api_response_time,5,156.78,Based on peer feedback and metrics,2025-11-17T15:12:14.608902Z,synthetic,True
0xSUBJECT009,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,2,97.55,Observation period: Jan-Mar 2024,2025-10-26T15:12:14.608909Z,synthetic,False
0xSUBJECT009,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,documentation_quality,4,104.39,Based on peer feedback and metrics,2025-07-24T15:12:14.608917Z,synthetic,True
0xSUBJECT009,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,test_coverage,5,192.98,Consistent performance across sprint cycles,2025-10-21T15:12:14.608924Z,synthetic,False
0xSUBJECT010,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,documentation_quality,4,114.69,Based on peer feedback and metrics,2025-06-09T15:12:14.608932Z,synthetic,False
0xSUBJECT010,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,api_response_time,4,127.64,Observation period: Apr-Jun 2024,2025-07-31T15:12:14.608939Z,synthetic,False
0xSUBJECT010,0xOBSERVER04,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,code_quality,1,83.73,Observation period: Oct-Dec 2024,2025-05-28T15:12:14.608949Z,synthetic,False
0xSUBJECT010,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,4,172.55,Measured over 3 month period,2025-10-30T15:12:14.608956Z,synthetic,True
0xSUBJECT010,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,documentation_quality,3,92.09,Consistent performance across sprint cycles,2025-10-16T15:12:14.608964Z,synthetic,False
0xSUBJECT010,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,documentation_quality,5,154.8,Measured over 3 month period,2025-07-11T15:12:14.608971Z,synthetic,True
0xSUBJECT010,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,bug_resolution_time,3,116.09,Evaluated during Q2 2024 performance review,2025-09-12T15:12:14.608978Z,synthetic,True
0xSUBJECT010,0xOBSERVER02,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,test_coverage,4,172.64,Consistent performance across sprint cycles,2025-11-13T15:12:14.608987Z,synthetic,False
0xSUBJECT011,0xOBSERVER04,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,code_quality,4,197.97,Measured over 3 month period,2025-10-12T15:12:14.608995Z,synthetic,True
0xSUBJECT011,0xOBSERVER02,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,test_coverage,3,126.01,Consistent performance across sprint cycles,2025-07-30T15:12:14.609002Z,synthetic,True
0xSUBJECT011,0xOBSERVER04,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,deployment_frequency,5,200,Consistent performance across sprint cycles,2025-09-09T15:12:14.609009Z,synthetic,True
0xSUBJECT011,0xOBSERVER04,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,test_coverage,2,90.17,Measured over 1 month period,2025-08-25T15:12:14.609016Z,synthetic,False
0xSUBJECT011,0xOBSERVER01,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,deployment_frequency,5,200,Observation period: Jul-Sep 2024,2025-09-12T15:12:14.609026Z,synthetic,False
0xSUBJECT011,0xOBSERVER02,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,documentation_quality,4,125.55,Evaluated during Q1 2024 performance review,2025-06-12T15:12:14.609033Z,synthetic,False
0xSUBJECT011,0xOBSERVER02,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,documentation_quality,2,63.82,Based on peer feedback and metrics,2025-08-10T15:12:14.609040Z,synthetic,False
0xSUBJECT012,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,api_response_time,3,108.64,Measured over 1 month period,2025-07-24T15:12:14.609048Z,synthetic,True
0xSUBJECT012,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,code_quality,5,200,Evaluated during Q3 2024 performance review,2025-08-15T15:12:14.609055Z,synthetic,False
0xSUBJECT012,0xOBSERVER01,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,3,115.7,Consistent performance across sprint cycles,2025-06-05T15:12:14.609062Z,synthetic,True
0xSUBJECT012,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,documentation_quality,3,91.16,Evaluated during Q3 2024 performance review,2025-07-04T15:12:14.609069Z,synthetic,False
0xSUBJECT012,0xOBSERVER03,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,documentation_quality,4,99.12,Evaluated during Q1 2024 performance review,2025-11-13T15:12:14.609076Z,synthetic,True
0xSUBJECT012,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,code_quality,3,137.47,Evaluated during Q4 2024 performance review,2025-05-30T15:12:14.609084Z,synthetic,False
0xSUBJECT012,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,5,163.44,Measured over 2 month period,2025-06-01T15:12:14.609091Z,synthetic,True
0xSUBJECT012,0xOBSERVER01,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,api_response_time,5,151.23,Consistent performance across sprint cycles,2025-06-12T15:12:14.609100Z,synthetic,True
0xSUBJECT012,0xOBSERVER04,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,deployment_frequency,2,93.19,Observation period: Jan-Mar 2024,2025-06-14T15:12:14.609107Z,synthetic,True
0xSUBJECT012,0xOBSERVER02,a1b2c3d4-3333-4444-8888-000000000003,DevOps Engineer,bug_resolution_time,2,91.76,Observation period: Apr-Jun 2024,2025-10-02T15:12:14.609113Z,synthetic,True
0xSUBJECT013,0xOBSERVER02,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,code_quality,4,198.3,Consistent performance across sprint cycles,2025-10-27T15:12:14.609130Z,synthetic,True
0xSUBJECT013,0xOBSERVER03,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,bug_resolution_time,1,55.78,Evaluated during Q4 2024 performance review,2025-10-23T15:12:14.609137Z,synthetic,False
0xSUBJECT013,0xOBSERVER03,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,test_coverage,4,135.94,Based on peer feedback and metrics,2025-07-19T15:12:14.609144Z,synthetic,False
0xSUBJECT013,0xOBSERVER01,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,test_coverage,2,92.91,Measured over 2 month period,2025-08-14T15:12:14.609151Z,synthetic,True
0xSUBJECT013,0xOBSERVER03,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,deployment_frequency,4,146.11,Based on peer feedback and metrics,2025-09-15T15:12:14.609157Z,synthetic,False
0xSUBJECT013,0xOBSERVER04,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,test_coverage,2,99.16,Observation period: Oct-Dec 2024,2025-06-10T15:12:14.609164Z,synthetic,False
0xSUBJECT013,0xOBSERVER04,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,api_response_time,3,105.82,Consistent performance across sprint cycles,2025-09-05T15:12:14.609171Z,synthetic,False
0xSUBJECT013,0xOBSERVER04,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,code_quality,2,121.5,Consistent performance across sprint cycles,2025-11-01T15:12:14.609180Z,synthetic,True
0xSUBJECT013,0xOBSERVER01,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,bug_resolution_time,4,142.59,Measured over 2 month period,2025-09-01T15:12:14.609187Z,synthetic,True
0xSUBJECT013,0xOBSERVER03,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,api_response_time,3,101.31,Evaluated during Q2 2024 performance review,2025-10-01T15:12:14.609194Z,synthetic,False
0xSUBJECT013,0xOBSERVER03,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,bug_resolution_time,2,79.35,Consistent performance across sprint cycles,2025-09-28T15:12:14.609201Z,synthetic,True
0xSUBJECT013,0xOBSERVER03,a1b2c3d4-2222-4444-8888-000000000002,Frontend Developer,code_quality,4,171.57,Observation period: Jan-Mar 2024,2025-08-30T15:12:14.609208Z,synthetic,False
0xSUBJECT014,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,documentation_quality,2,68.62,Observation period: Oct-Dec 2024,2025-08-20T15:12:14.609216Z,synthetic,False
0xSUBJECT014,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,api_response_time,4,128.56,Based on peer feedback and metrics,2025-11-03T15:12:14.609223Z,synthetic,True
0xSUBJECT014,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,documentation_quality,3,92.28,Observation period: Oct-Dec 2024,2025-07-23T15:12:14.609230Z,synthetic,True
0xSUBJECT014,0xOBSERVER04,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,api_response_time,2,80.59,Observation period: Jul-Sep 2024,2025-06-26T15:12:14.609237Z,synthetic,False
0xSUBJECT014,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,bug_resolution_time,1,56.43,Consistent performance across sprint cycles,2025-10-01T15:12:14.609244Z,synthetic,True
0xSUBJECT014,0xOBSERVER04,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,4,151.66,Measured over 1 month period,2025-08-19T15:12:14.609254Z,synthetic,True
0xSUBJECT014,0xOBSERVER01,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,test_coverage,3,105.68,Measured over 3 month period,2025-09-05T15:12:14.609261Z,synthetic,False
0xSUBJECT015,0xOBSERVER03,a1b2c3d4-1111-4444-8888-000000000001,Backend Developer,deployment_frequency,2,115.7,Evaluated during Q3 2024 performance review,2025-07-30T15:12:14.609268Z,synthetic,True
