subject_wallet,observer_wallet,role_id,role_name,kpi_name,rating_value,outcome_value,context_notes,observed_at,source,verified
0xSUBJECT_0077,0xOBSERVER_011,role-frontend-dev,Frontend Developer,api_response_time,4,126.44,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0080,0xOBSERVER_004,role-product-manager,Product Manager,bug_resolution_time,5,162.45,5 month observation period,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0081,0xOBSERVER_004,role-frontend-dev,Frontend Developer,api_response_time,4,105.51,Project delivery assessment,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0083,0xOBSERVER_012,role-qa-engineer,QA Engineer,api_response_time,4,200,Oct-Dec 2024 observation,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0085,0xOBSERVER_015,role-backend-dev,Backend Developer,code_quality,4,200,5 month observation period,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0086,0xOBSERVER_013,role-devops-eng,DevOps Engineer,test_coverage,3,117.7,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0086,0xOBSERVER_008,role-devops-eng,DevOps Engineer,test_coverage,2,165.22,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0086,0xOBSERVER_013,role-devops-eng,DevOps Engineer,documentation_quality,3,150.05,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0086,0xOBSERVER_007,role-devops-eng,DevOps Engineer,api_response_time,5,200,Jul-Sep 2024 observation,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0087,0xOBSERVER_005,role-frontend-dev,Frontend Developer,api_response_time,2,105.84,Project delivery assessment,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0087,0xOBSERVER_002,role-frontend-dev,Frontend Developer,test_coverage,3,137.14,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0088,0xOBSERVER_007,role-frontend-dev,Frontend Developer,api_response_time,5,190.65,6 month observation period,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0088,0xOBSERVER_009,role-frontend-dev,Frontend Developer,code_quality,5,130.34,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0092,0xOBSERVER_003,role-devops-eng,DevOps Engineer,api_response_time,4,200,Project delivery assessment,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0092,0xOBSERVER_012,role-devops-eng,DevOps Engineer,code_quality,3,200,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0093,0xOBSERVER_009,role-product-manager,Product Manager,deployment_frequency,4,200,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0094,0xOBSERVER_012,role-product-manager,Product Manager,documentation_quality,1,160.64,Oct-Dec 2024 observation,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0094,0xOBSERVER_011,role-product-manager,Product Manager,api_response_time,4,143.27,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0095,0xOBSERVER_011,role-qa-engineer,QA Engineer,code_quality,5,114.22,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0097,0xOBSERVER_002,role-product-manager,Product Manager,code_quality,4,182.32,Apr-Jun 2024 observation,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0097,0xOBSERVER_005,role-product-manager,Product Manager,deployment_frequency,4,200,Q1 2024 performance review,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0098,0xOBSERVER_005,role-frontend-dev,Frontend Developer,api_response_time,5,150.22,4 month observation period,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0098,0xOBSERVER_012,role-frontend-dev,Frontend Developer,test_coverage,2,200,Q4 2024 performance review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0098,0xOBSERVER_003,role-frontend-dev,Frontend Developer,api_response_time,5,156.64,Q2 2024 performance review,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0099,0xOBSERVER_003,role-backend-dev,Backend Developer,documentation_quality,4,98.06,Project delivery assessment,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0101,0xOBSERVER_014,role-frontend-dev,Frontend Developer,test_coverage,3,129.0,4 month observation period,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0101,0xOBSERVER_007,role-frontend-dev,Frontend Developer,deployment_frequency,4,185.23,Project delivery assessment,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0101,0xOBSERVER_001,role-frontend-dev,Frontend Developer,deployment_frequency,3,148.01,Project delivery assessment,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0103,0xOBSERVER_013,role-product-manager,Product Manager,bug_resolution_time,2,138.94,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0104,0xOBSERVER_004,role-frontend-dev,Frontend Developer,code_quality,5,121.55,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0107,0xOBSERVER_008,role-qa-engineer,QA Engineer,bug_resolution_time,3,167.83,Q3 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0110,0xOBSERVER_006,role-devops-eng,DevOps Engineer,deployment_frequency,5,180.94,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0111,0xOBSERVER_002,role-qa-engineer,QA Engineer,api_response_time,3,136.42,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0111,0xOBSERVER_010,role-qa-engineer,QA Engineer,deployment_frequency,2,91.46,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0114,0xOBSERVER_003,role-qa-engineer,QA Engineer,code_quality,2,188.88,Project delivery assessment,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0114,0xOBSERVER_007,role-qa-engineer,QA Engineer,test_coverage,4,188.7,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0115,0xOBSERVER_004,role-devops-eng,DevOps Engineer,documentation_quality,5,200,Project delivery assessment,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0118,0xOBSERVER_013,role-backend-dev,Backend Developer,deployment_frequency,5,173.77,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0119,0xOBSERVER_001,role-devops-eng,DevOps Engineer,api_response_time,3,80.4,5 month observation period,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0120,0xOBSERVER_001,role-frontend-dev,Frontend Developer,api_response_time,4,142.45,Jan-Mar 2024 observation,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0121,0xOBSERVER_004,role-frontend-dev,Frontend Developer,code_quality,4,200,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0121,0xOBSERVER_008,role-frontend-dev,Frontend Developer,bug_resolution_time,4,196.71,6 month observation period,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0122,0xOBSERVER_015,role-product-manager,Product Manager,deployment_frequency,5,152.24,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0122,0xOBSERVER_006,role-product-manager,Product Manager,documentation_quality,5,200,2 month observation period,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0123,0xOBSERVER_003,role-frontend-dev,Frontend Developer,test_coverage,4,143.19,Q2 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0128,0xOBSERVER_014,role-product-manager,Product Manager,code_quality,2,88.01,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0130,0xOBSERVER_002,role-devops-eng,DevOps Engineer,test_coverage,4,200,Project delivery assessment,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0132,0xOBSERVER_015,role-product-manager,Product Manager,bug_resolution_time,5,141.42,3 month observation period,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0133,0xOBSERVER_007,role-qa-engineer,QA Engineer,deployment_frequency,3,127.47,Project delivery assessment,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0134,0xOBSERVER_008,role-product-manager,Product Manager,documentation_quality,4,165.15,Project delivery assessment,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0134,0xOBSERVER_012,role-product-manager,Product Manager,bug_resolution_time,5,120.59,Jan-Mar 2024 observation,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0137,0xOBSERVER_012,role-backend-dev,Backend Developer,api_response_time,2,152.94,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0137,0xOBSERVER_010,role-backend-dev,Backend Developer,documentation_quality,2,200,2 month observation period,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0138,0xOBSERVER_012,role-qa-engineer,QA Engineer,bug_resolution_time,2,163.52,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0138,0xOBSERVER_011,role-qa-engineer,QA Engineer,deployment_frequency,3,200,Jul-Sep 2024 observation,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0139,0xOBSERVER_011,role-backend-dev,Backend Developer,test_coverage,4,167.93,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0139,0xOBSERVER_011,role-backend-dev,Backend Developer,test_coverage,4,105.64,Oct-Dec 2024 observation,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0140,0xOBSERVER_009,role-frontend-dev,Frontend Developer,deployment_frequency,4,200,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0141,0xOBSERVER_007,role-backend-dev,Backend Developer,bug_resolution_time,4,169.09,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0142,0xOBSERVER_015,role-product-manager,Product Manager,api_response_time,4,200,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0142,0xOBSERVER_005,role-product-manager,Product Manager,code_quality,4,166.72,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0142,0xOBSERVER_013,role-product-manager,Product Manager,test_coverage,3,199.32,Q1 2024 performance review,2024-12-27T21:32:59.318116Z,manager_review,False
0xSUBJECT_0143,0xOBSERVER_010,role-frontend-dev,Frontend Developer,api_response_time,1,181.11,2 month observation period,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0143,0xOBSERVER_009,role-frontend-dev,Frontend Developer,test_coverage,2,200,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0143,0xOBSERVER_001,role-frontend-dev,Frontend Developer,documentation_quality,2,171.62,Q2 2024 performance review,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0144,0xOBSERVER_008,role-devops-eng,DevOps Engineer,documentation_quality,3,142.16,Q4 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0144,0xOBSERVER_007,role-devops-eng,DevOps Engineer,test_coverage,5,119.62,Q4 2024 performance review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0146,0xOBSERVER_013,role-backend-dev,Backend Developer,code_quality,2,163.76,Project delivery assessment,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0148,0xOBSERVER_001,role-frontend-dev,Frontend Developer,deployment_frequency,4,107.47,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0148,0xOBSERVER_014,role-frontend-dev,Frontend Developer,code_quality,4,174.38,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0151,0xOBSERVER_007,role-backend-dev,Backend Developer,api_response_time,3,108.51,Project delivery assessment,2024-12-27T21:32:59.318116Z,peer_review,False
0xSUBJECT_0152,0xOBSERVER_006,role-backend-dev,Backend Developer,documentation_quality,5,164.09,Q1 2024 performance review,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0153,0xOBSERVER_004,role-backend-dev,Backend Developer,api_response_time,3,193.14,Q2 2024 performance review,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0154,0xOBSERVER_003,role-product-manager,Product Manager,bug_resolution_time,4,185.79,Apr-Jun 2024 observation,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0154,0xOBSERVER_007,role-product-manager,Product Manager,code_quality,5,182.96,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,self_assessment,True
0xSUBJECT_0155,0xOBSERVER_013,role-backend-dev,Backend Developer,test_coverage,4,200,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,project_retrospective,False
0xSUBJECT_0155,0xOBSERVER_007,role-backend-dev,Backend Developer,deployment_frequency,5,200,Project delivery assessment,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0155,0xOBSERVER_012,role-backend-dev,Backend Developer,code_quality,3,150.06,Multi-sprint performance analysis,2024-12-27T21:32:59.318116Z,peer_review,True
0xSUBJECT_0157,0xOBSERVER_014,role-backend-dev,Backend Developer,documentation_quality,5,200,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,manager_review,True
0xSUBJECT_0157,0xOBSERVER_015,role-backend-dev,Backend Developer,test_coverage,2,174.12,Peer and manager feedback synthesis,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0157,0xOBSERVER_012,role-backend-dev,Backend Developer,code_quality,3,99.64,Apr-Jun 2024 observation,2024-12-27T21:32:59.318116Z,self_assessment,False
0xSUBJECT_0157,0xOBSERVER_013,role-backend-dev,Backend Developer,deployment_frequency,4,96.91,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,project_retrospective,True
0xSUBJECT_0158,0xOBSERVER_012,role-backend-dev,Backend Developer,deployment_frequency,3,200,Cross-functional collaboration review,2024-12-27T21:32:59.318116Z,self_assessment,True
